Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
6/11/2020	Plumas County					
6/11/2020	Riverside County	376	376	15	15	
6/11/2020	Sacramento County	525	401	63	63	
6/11/2020	San Benito County	97	90			
6/11/2020	San Bernardino County	50	37	20		20
6/11/2020	San Diego County	1,617	248	44	44	
6/11/2020	San Francisco County	2,253	1,274	91	91	
6/11/2020	San Joaquin County	76	62			
6/11/2020	San Luis Obispo County	155		14	14	
6/11/2020	San Mateo County	164	164			
6/11/2020	Santa Barbara County	126	120			
6/11/2020	Santa Clara County	674	455	105	105	
6/11/2020	Santa Cruz County	149	126	35		
6/11/2020	Shasta County	35	27			
6/11/2020	Sierra County					
6/11/2020	Siskiyou County					
6/11/2020	Solano County	211	119			
6/11/2020	Sonoma County	157	52			
6/11/2020	Stanislaus County	126	90			
6/11/2020	Sutter County	20	20			
6/11/2020	Tehama County					
6/11/2020	Trinity County					
6/11/2020	Tulare County	113	78			
6/11/2020	Tuolumne County	50	34			
6/11/2020	Ventura County	388	302			
6/11/2020	Wilton Rancheria Tribe					
6/11/2020	Yolo County	245	201			
6/11/2020	Yuba County	12	12			
6/12/2020	Alameda County	652	412	91	91	
6/12/2020	Alpine County					
6/12/2020	Amador County					
6/12/2020	Bishop Paiute Tribal Council					
6/12/2020	Butte County	122	122			
6/12/2020	Calaveras County	73	31			
6/12/2020	Colusa County					
6/12/2020	Contra Costa County	568	433			
6/12/2020	Del Norte County	25	23			
6/12/2020	El Dorado County	46	20			
6/12/2020	Fresno County	305	250	28	28	
6/12/2020	Glenn County					
6/12/2020	Humboldt County	74	47	15		
6/12/2020	Imperial County	126	107	37		
6/12/2020	Inyo County					
6/12/2020	Kern County	17	17	15	15	
6/12/2020	Kings County	41	41			
6/12/2020	Lake County	15				
6/12/2020	Lassen County					
6/12/2020	Los Angeles County	4,320	3,489	651	651	
6/12/2020	Madera County	17	17			
6/12/2020	Marin County	200	127	44		
6/12/2020	Mariposa County	44				
6/12/2020	Mendocino County	177	139			
6/12/2020	Merced County	112	74			
6/12/2020	Modoc County					
6/12/2020	Mono County					
6/12/2020	Monterey County	142	98	108	15	
6/12/2020	Napa County	97	49	18	12	
6/12/2020	Nevada County	70				
6/12/2020	Orange County	666	511	78	78	
6/12/2020	Placer County	73	47	12	12	
6/12/2020	Plumas County					
6/12/2020	Riverside County	376	376	15	15	
6/12/2020	Sacramento County	525	401	63	63	
6/12/2020	San Benito County	97	70			
6/12/2020	San Bernardino County	50	37	20		20
6/12/2020	San Diego County	1,617	247	44	44	
6/12/2020	San Francisco County	2,253	1,291	91	91	
6/12/2020	San Joaquin County	76	62			
6/12/2020	San Luis Obispo County	155		14	14	
6/12/2020	San Mateo County	164	164			
6/12/2020	Santa Barbara County	131	125			
6/12/2020	Santa Clara County	674	456	105	105	
6/12/2020	Santa Cruz County	149	126	35		
6/12/2020	Shasta County	35	27			
6/12/2020	Sierra County					
6/12/2020	Siskiyou County					
6/12/2020	Solano County	211	119			
6/12/2020	Sonoma County	157	52			
6/12/2020	Stanislaus County	128	91			
6/12/2020	Sutter County	20	20			
6/12/2020	Tehama County					
6/12/2020	Trinity County					
6/12/2020	Tulare County	113	78			
6/12/2020	Tuolumne County	50	34			
6/12/2020	Ventura County	388	311			
6/12/2020	Wilton Rancheria Tribe					
6/12/2020	Yolo County	227	191			
6/12/2020	Yuba County	12	12			
6/15/2020	Alameda County	652	422	91	91	
6/15/2020	Alpine County					
6/15/2020	Amador County					
6/15/2020	Bishop Paiute Tribal Council					
6/15/2020	Butte County	123	123			
6/15/2020	Calaveras County	73	31			
6/15/2020	Colusa County					
6/15/2020	Contra Costa County	568	440			
6/15/2020	Del Norte County	25	25			
6/15/2020	El Dorado County	46	20			
6/15/2020	Fresno County	305	250	28	28	
6/15/2020	Glenn County					
6/15/2020	Humboldt County	74	47	15		
6/15/2020	Imperial County	126	107	37		
6/15/2020	Inyo County					
6/15/2020	Kern County	19	19	15	15	
6/15/2020	Kings County	41	41			
6/15/2020	Lake County	15				
6/15/2020	Lassen County					
6/15/2020	Los Angeles County	4,320	3,502	651	651	
6/15/2020	Madera County	17	17			
6/15/2020	Marin County	200	127	44		
6/15/2020	Mariposa County	44				
6/15/2020	Mendocino County	177	139			
6/15/2020	Merced County	112	74			
6/15/2020	Modoc County					
6/15/2020	Mono County					
6/15/2020	Monterey County	142	98	108	15	
6/15/2020	Napa County	119	50	18	12	
6/15/2020	Nevada County	70				
6/15/2020	Orange County	666	521	78	78	
6/15/2020	Placer County	73	44	12	12	
6/15/2020	Plumas County					
6/15/2020	Riverside County	377	377	15	15	
6/15/2020	Sacramento County	525	417	63	63	
6/15/2020	San Benito County	97	62			
6/15/2020	San Bernardino County	50	37	20		20
6/15/2020	San Diego County	1,617	245	44	44	
6/15/2020	San Francisco County	2,253	1,295	91	91	
6/15/2020	San Joaquin County	76	65			
6/15/2020	San Luis Obispo County	155		14	14	
6/15/2020	San Mateo County	165	165			
6/15/2020	Santa Barbara County	121	112			
6/15/2020	Santa Clara County	674	456	105	105	
6/15/2020	Santa Cruz County	149	129	35		
6/15/2020	Shasta County	35	27			
6/15/2020	Sierra County					
6/15/2020	Siskiyou County					
6/15/2020	Solano County	220	134			
6/15/2020	Sonoma County	157	52			
6/15/2020	Stanislaus County	128	91			
6/15/2020	Sutter County	20	20			
6/15/2020	Tehama County					
6/15/2020	Trinity County					
6/15/2020	Tulare County	113	78			
6/15/2020	Tuolumne County	50	34			
6/15/2020	Ventura County	388	299			
6/15/2020	Wilton Rancheria Tribe					
6/15/2020	Yolo County	227	193			
6/15/2020	Yuba County	12	12			
6/16/2020	Alameda County	652	420	91	91	
6/16/2020	Alpine County					
6/16/2020	Amador County					
6/16/2020	Bishop Paiute Tribal Council					
6/16/2020	Butte County	122	122			
6/16/2020	Calaveras County	73	31			
6/16/2020	Colusa County					
6/16/2020	Contra Costa County	568	442			
6/16/2020	Del Norte County	25	25			
6/16/2020	El Dorado County	46	26			
6/16/2020	Fresno County	305	250	28	28	
6/16/2020	Glenn County					
6/16/2020	Humboldt County	74	52	15		
6/16/2020	Imperial County	126	108	37		
6/16/2020	Inyo County					
6/16/2020	Kern County	20	20	15	15	
6/16/2020	Kings County	43	42			
6/16/2020	Lake County	15				
6/16/2020	Lassen County					
6/16/2020	Los Angeles County	4,320	3,491	651	651	
6/16/2020	Madera County	17	17			
6/16/2020	Marin County	200	127	44		
6/16/2020	Mariposa County	44				
6/16/2020	Mendocino County	177	139			
6/16/2020	Merced County	112	74			
6/16/2020	Modoc County					
6/16/2020	Mono County					
6/16/2020	Monterey County	142	98	108	15	
6/16/2020	Napa County	119	50	18	12	
6/16/2020	Nevada County	70				
6/16/2020	Orange County	666	522	78	78	
6/16/2020	Placer County	73	44	12	12	
6/16/2020	Plumas County					
6/16/2020	Riverside County	374	374	15	15	
6/16/2020	Sacramento County	525	417	63	63	
6/16/2020	San Benito County	97	88			
6/16/2020	San Bernardino County	50	37	20		20
6/16/2020	San Diego County	1,617	238	44	44	
6/16/2020	San Francisco County	2,412	1,305	91	91	
6/16/2020	San Joaquin County	76	66			
6/16/2020	San Luis Obispo County	155		14	14	
6/16/2020	San Mateo County	165	165			
6/16/2020	Santa Barbara County	117	108			
6/16/2020	Santa Clara County	674	456	105	105	
6/16/2020	Santa Cruz County	149	129	35		
6/16/2020	Shasta County	35	27			
6/16/2020	Sierra County					
6/16/2020	Siskiyou County					
6/16/2020	Solano County	223	140			
6/16/2020	Sonoma County	157	52			
6/16/2020	Stanislaus County	128	91			
6/16/2020	Sutter County	20	20			
6/16/2020	Tehama County					
6/16/2020	Trinity County					
6/16/2020	Tulare County	113	78			
6/16/2020	Tuolumne County	50	34			
6/16/2020	Ventura County	388	299			
6/16/2020	Wilton Rancheria Tribe					
6/16/2020	Yolo County	227	193			
6/16/2020	Yuba County	18	11			
6/17/2020	Alameda County	652	426	91	91	
6/17/2020	Alpine County					
6/17/2020	Amador County					
6/17/2020	Bishop Paiute Tribal Council					
6/17/2020	Butte County	122	122			
6/17/2020	Calaveras County	73	31			
6/17/2020	Colusa County					
6/17/2020	Contra Costa County	567	443			
6/17/2020	Del Norte County	25	25			
6/17/2020	El Dorado County	46	26			
6/17/2020	Fresno County	305	250	28	28	
6/17/2020	Glenn County					
6/17/2020	Humboldt County	74	52	15		
6/17/2020	Imperial County	126	109	37		
6/17/2020	Inyo County					
6/17/2020	Kern County	21	21	15	15	
6/17/2020	Kings County	43	42			
6/17/2020	Lake County	15				
6/17/2020	Lassen County					
6/17/2020	Los Angeles County	4,320	3,503	651	651	
6/17/2020	Madera County	17	17			
6/17/2020	Marin County	200	117	44		
6/17/2020	Mariposa County	44				
6/17/2020	Mendocino County	171	132			
6/17/2020	Merced County	112	74			
6/17/2020	Modoc County					
6/17/2020	Mono County					
6/17/2020	Monterey County	142	98	108	15	
6/17/2020	Napa County	119	52	18	12	
6/17/2020	Nevada County	70				
6/17/2020	Orange County	666	522	78	78	
6/17/2020	Placer County	73	44	12	12	
6/17/2020	Plumas County					
6/17/2020	Riverside County	375	375	15	15	
6/17/2020	Sacramento County	525	444	63	63	
6/17/2020	San Benito County	97	92			
6/17/2020	San Bernardino County	50	37	20		20
6/17/2020	San Diego County	1,617	232	44	44	
6/17/2020	San Francisco County	2,412	1,353	91	91	
6/17/2020	San Joaquin County	76	66			
6/17/2020	San Luis Obispo County	155		14	14	
6/17/2020	San Mateo County	166	166			
6/17/2020	Santa Barbara County	123	113			
6/17/2020	Santa Clara County	674	456	105	105	
6/17/2020	Santa Cruz County	149	128	35		
6/17/2020	Shasta County	35	27			
6/17/2020	Sierra County					
6/17/2020	Siskiyou County					
6/17/2020	Solano County	223	140			
6/17/2020	Sonoma County	157	52			
6/17/2020	Stanislaus County	128	91			
6/17/2020	Sutter County	21	21			
6/17/2020	Tehama County					
6/17/2020	Trinity County					
6/17/2020	Tulare County	113	74			
6/17/2020	Tuolumne County	50	34			
6/17/2020	Ventura County	388	297			
6/17/2020	Wilton Rancheria Tribe					
6/17/2020	Yolo County	227	193			
6/17/2020	Yuba County	18	11			
6/18/2020	Alameda County	652	426	91	91	
6/18/2020	Alpine County					
6/18/2020	Amador County					
6/18/2020	Bishop Paiute Tribal Council					
6/18/2020	Butte County	123	123			
6/18/2020	Calaveras County	73	31			
6/18/2020	Colusa County					
6/18/2020	Contra Costa County	567	449			
6/18/2020	Del Norte County	25	25			
6/18/2020	El Dorado County	46	26			
6/18/2020	Fresno County	305	250	28	28	
6/18/2020	Glenn County					
6/18/2020	Humboldt County	74	51	15		
6/18/2020	Imperial County	126	110	37		
6/18/2020	Inyo County					
6/18/2020	Kern County	24	24	15	15	
6/18/2020	Kings County	43	42			
6/18/2020	Lake County	15				
6/18/2020	Lassen County					
6/18/2020	Los Angeles County	4,320	3,510	651	651	
6/18/2020	Madera County	17	17			
6/18/2020	Marin County	200	126	44		
6/18/2020	Mariposa County	44				
6/18/2020	Mendocino County	171	132			
6/18/2020	Merced County	112	74			
6/18/2020	Modoc County					
6/18/2020	Mono County					
6/18/2020	Monterey County	142	98	108	15	
6/18/2020	Napa County	119	52	18	12	
6/18/2020	Nevada County	70				
6/18/2020	Orange County	666	538	78	78	
6/18/2020	Placer County	73	44	12	12	
6/18/2020	Plumas County					
6/18/2020	Riverside County	372	372	15	15	
6/18/2020	Sacramento County	525	465	63	63	
6/18/2020	San Benito County	97	80			
6/18/2020	San Bernardino County	50	37	20		20
6/18/2020	San Diego County	1,617	230	44	44	
6/18/2020	San Francisco County	2,412	1,383	91	91	
6/18/2020	San Joaquin County	76	66			
6/18/2020	San Luis Obispo County	155		14	14	
6/18/2020	San Mateo County	166	166			
6/18/2020	Santa Barbara County	124	115			
6/18/2020	Santa Clara County	674	456	105	105	
6/18/2020	Santa Cruz County	149	129	35		
6/18/2020	Shasta County	35	27			
6/18/2020	Sierra County					
6/18/2020	Siskiyou County					
6/18/2020	Solano County	222	144			
6/18/2020	Sonoma County	157	52			
6/18/2020	Stanislaus County	128	91			
6/18/2020	Sutter County	21	21			
6/18/2020	Tehama County					
6/18/2020	Trinity County					
6/18/2020	Tulare County	113	74			
6/18/2020	Tuolumne County	50	34			
6/18/2020	Ventura County	388	283			
6/18/2020	Wilton Rancheria Tribe					
6/18/2020	Yolo County	227	193			
6/18/2020	Yuba County	18	11			
6/19/2020	Alameda County	652	445	91	91	
6/19/2020	Alpine County					
6/19/2020	Amador County					
6/19/2020	Bishop Paiute Tribal Council					
6/19/2020	Butte County	123	123			
6/19/2020	Calaveras County	73	30			
6/19/2020	Colusa County					
6/19/2020	Contra Costa County	567	446			
6/19/2020	Del Norte County	26	26			
6/19/2020	El Dorado County	46	30			
6/19/2020	Fresno County	305	250	28	28	
6/19/2020	Glenn County					
6/19/2020	Humboldt County	74	51	15		
6/19/2020	Imperial County	126	110	37		
6/19/2020	Inyo County					
6/19/2020	Kern County	24	24	15	15	
6/19/2020	Kings County	43	43			
6/19/2020	Lake County	15				
6/19/2020	Lassen County					
6/19/2020	Los Angeles County	4,320	3,506	651	651	
6/19/2020	Madera County	17	17			
6/19/2020	Marin County	200	127	44		
6/19/2020	Mariposa County	44				
6/19/2020	Mendocino County	171	132			
6/19/2020	Merced County	112	74			
6/19/2020	Modoc County					
6/19/2020	Mono County					
6/19/2020	Monterey County	142	98	108	15	
6/19/2020	Napa County	119	53	18	12	
6/19/2020	Nevada County	70				
6/19/2020	Orange County	666	534	78	78	
6/19/2020	Placer County	73	44	12	12	
6/19/2020	Plumas County					
6/19/2020	Riverside County	379	379	15	15	
6/19/2020	Sacramento County	525	465	63	63	
6/19/2020	San Benito County	97	81			
6/19/2020	San Bernardino County	50	37	20		20
6/19/2020	San Diego County	1,617	232	44	44	
6/19/2020	San Francisco County	2,412	1,450	91	91	
6/19/2020	San Joaquin County	76	66			
6/19/2020	San Luis Obispo County	155		14	14	
6/19/2020	San Mateo County	166	166			
6/19/2020	Santa Barbara County	128	120			
6/19/2020	Santa Clara County	674	456	105	105	
6/19/2020	Santa Cruz County	149	125	35		
6/19/2020	Shasta County	35	27			
6/19/2020	Sierra County					
6/19/2020	Siskiyou County					
6/19/2020	Solano County	222	144			
6/19/2020	Sonoma County	157	52			
6/19/2020	Stanislaus County	128	93			
6/19/2020	Sutter County	21	21			
6/19/2020	Tehama County					
6/19/2020	Trinity County					
6/19/2020	Tulare County	113	74			
6/19/2020	Tuolumne County	50	34			
6/19/2020	Ventura County	388	280			
6/19/2020	Wilton Rancheria Tribe					
6/19/2020	Yolo County	227	151			
6/19/2020	Yuba County	23	11			
6/22/2020	Alameda County	652	448	91	91	
6/22/2020	Alpine County					
6/22/2020	Amador County					
6/22/2020	Bishop Paiute Tribal Council					
6/22/2020	Butte County	123	123			
6/22/2020	Calaveras County	73	30			
6/22/2020	Colusa County					
6/22/2020	Contra Costa County	566	438			
6/22/2020	Del Norte County	26	26			
6/22/2020	El Dorado County	46	30			
6/22/2020	Fresno County	305	250	28	28	
6/22/2020	Glenn County					
6/22/2020	Humboldt County	74	51	15		
6/22/2020	Imperial County	126	110	37		
6/22/2020	Inyo County					
6/22/2020	Kern County	25	25	15	15	
6/22/2020	Kings County	43	43			
6/22/2020	Lake County	15				
6/22/2020	Lassen County					
6/22/2020	Los Angeles County	4,320	3,492	651	651	
6/22/2020	Madera County	17	17			
6/22/2020	Marin County	198	117	44		
6/22/2020	Mariposa County	44				
6/22/2020	Mendocino County	171	132			
6/22/2020	Merced County	112	74			
6/22/2020	Modoc County					
6/22/2020	Mono County					
6/22/2020	Monterey County	142	98	108	15	
6/22/2020	Napa County	75	47	18	12	
6/22/2020	Nevada County	70				
6/22/2020	Orange County	666	517	78	78	
6/22/2020	Placer County	73	46	12	12	
6/22/2020	Plumas County					
6/22/2020	Riverside County	374	374	15	15	
6/22/2020	Sacramento County	525	465	63	63	
6/22/2020	San Benito County	97	83			
6/22/2020	San Bernardino County	50	37	20		20
6/22/2020	San Diego County	1,617	224	44	44	
6/22/2020	San Francisco County	2,412	1,499	91	91	
6/22/2020	San Joaquin County	76	66			
6/22/2020	San Luis Obispo County	155		14	14	
6/22/2020	San Mateo County	166	166			
6/22/2020	Santa Barbara County	125	113			
6/22/2020	Santa Clara County	674	456	105	105	
6/22/2020	Santa Cruz County	149	126	35		
6/22/2020	Shasta County	35	27			
6/22/2020	Sierra County					
6/22/2020	Siskiyou County					
6/22/2020	Solano County	222	143			
6/22/2020	Sonoma County	157	52			
6/22/2020	Stanislaus County	126	91			
6/22/2020	Sutter County	21	21			
6/22/2020	Tehama County					
6/22/2020	Trinity County					
6/22/2020	Tulare County	113	74			
6/22/2020	Tuolumne County	50	34			
6/22/2020	Ventura County	388	280			
6/22/2020	Wilton Rancheria Tribe					
6/22/2020	Yolo County	227	153			
6/22/2020	Yuba County	23	11			
6/23/2020	Alameda County	652	448	91	91	
6/23/2020	Alpine County					
6/23/2020	Amador County					
6/23/2020	Bishop Paiute Tribal Council					
6/23/2020	Butte County	127	127			
6/23/2020	Calaveras County	73	30			
6/23/2020	Colusa County					
6/23/2020	Contra Costa County	566	444			
6/23/2020	Del Norte County	26	26			
6/23/2020	El Dorado County	46	37			
6/23/2020	Fresno County	305	250	28	28	
6/23/2020	Glenn County					
6/23/2020	Humboldt County	74	51	15		
6/23/2020	Imperial County	126	114	37		
6/23/2020	Inyo County					
6/23/2020	Kern County	25	25	15	15	
6/23/2020	Kings County	43	43			
6/23/2020	Lake County	15				
6/23/2020	Lassen County					
6/23/2020	Los Angeles County	4,320	3,480	651	651	
6/23/2020	Madera County	17	17			
6/23/2020	Marin County	198	117	44		
6/23/2020	Mariposa County	44				
6/23/2020	Mendocino County	171	132			
6/23/2020	Merced County	112	74			
6/23/2020	Modoc County					
6/23/2020	Mono County					
6/23/2020	Monterey County	116	112	108	15	
6/23/2020	Napa County	75	47	18	12	
6/23/2020	Nevada County	70				
6/23/2020	Orange County	666	504	78	78	
6/23/2020	Placer County	73	46	12	12	
6/23/2020	Plumas County					
6/23/2020	Riverside County	373	373	15	15	
6/23/2020	Sacramento County	525	465	63	63	
6/23/2020	San Benito County	97	78			
6/23/2020	San Bernardino County	50	37	20		20
6/23/2020	San Diego County	1,606	223	44	44	
6/23/2020	San Francisco County	2,412	1,509	91	91	
6/23/2020	San Joaquin County	76	66			
6/23/2020	San Luis Obispo County	155		14	14	
6/23/2020	San Mateo County	164	164			
6/23/2020	Santa Barbara County	127	115			
